Account,Link,Followers,Audience Country,Authentic engagement,Engagement avg,Category1,Hashtags,Cost Story,Cost Post
hegdepooja,https://www.instagram.com/hegdepooja/,17400000.0,India,795800.0,917400.0,Cinema,"['#foodphotography', '#fitlife', '#motivation', '#girl', '#goodtimes', '#instagood', '#parkour']",47748.0,111412.00000000001
onyourm__ark,https://www.instagram.com/onyourm__ark/,7800000.0,Indonesia,1700000.0,2100000.0,Undefined,"['#photographysouls', '#musiclover', '#naturelovers', '#fashionstyle', '#fitspo', '#igers']",102000.0,238000.00000000003
simoneses,https://www.instagram.com/simoneses/,33400000.0,Brazil,377400.0,475600.0,Music,"['#blessed', '#fitspo', '#soccer', '#travelgram', '#fashionstyle']",22644.0,52836.00000000001
itzy.all.in.us,https://www.instagram.com/itzy.all.in.us/,14800000.0,Indonesia,873500.0,1100000.0,Music,"['#outfit', '#wanderlust', '#foodheaven', '#fashionable', '#photooftheday', '#yum', '#modeling']",52410.0,122290.00000000001
vickykaushal09,https://www.instagram.com/vickykaushal09/,12800000.0,India,1000000.0,1200000.0,Cinema,"['#friends', '#telecom', '#goodtimes', '#cars', '#fitnessmodel', '#gains', '#lifestyle', '#hockey', '#funtime']",60000.0,140000.0
vinijr,https://www.instagram.com/vinijr/,14300000.0,Brazil,654400.0,1100000.0,Sports with a ball,"['#photographysouls', '#weekendvibes', '#trainhard', '#instagood']",39264.0,91616.00000000001
lilbaby,https://www.instagram.com/lilbaby/,18000000.0,United States,471600.0,868500.0,Music,"['#weekend', '#igers', '#tech', '#crossfit', '#sunset', '#foodgrammer']",28296.0,66024.0
bellathorne,https://www.instagram.com/bellathorne/,25100000.0,United States,369100.0,618200.0,Music,"['#motivation', '#marathon', '#basketball', '#fashionblogger', '#weekendvibes', '#lifeisgood', '#photographysouls', '#golf', '#instapic']",22146.0,51674.00000000001
jojotodynho,https://www.instagram.com/jojotodynho/,21200000.0,Brazil,455800.0,738400.0,Music,"['#sunset', '#foodaddict', '#fit', '#weekendvibes']",27348.0,63812.00000000001
luissuarez9,https://www.instagram.com/luissuarez9/,42900000.0,Brazil,241100.0,363000.0,Sports with a ball,"['#foodexperience', '#gains', '#beach', '#strength', '#success', '#cute']",14466.0,33754.0
hyunah_aa,https://www.instagram.com/hyunah_aa/,17200000.0,South Korea,754100.0,894100.0,Music,['#selfie'],45246.0,105574.00000000001
brunomars,https://www.instagram.com/brunomars/,24600000.0,Brazil,411100.0,623400.0,Music,"['#makeup', '#style', '#beautyful', '#hockey', '#smiles', '#football', '#trendy', '#media']",24666.0,57554.00000000001
kanyewest,https://www.instagram.com/kanyewest/,11000000.0,United States,752500.0,1400000.0,Undefined,"['#photographer', '#tech', '#wanderlust', '#entertainment', '#trendy', '#transportation', '#telecom', '#photographysouls', '#naturephotography']",45150.0,105350.00000000001
yuyacst,https://www.instagram.com/yuyacst/,17100000.0,Mexico,577400.0,886400.0,Modeling,"['#beautyblogger', '#quote']",34644.0,80836.00000000001
tigerjackieshroff,https://www.instagram.com/tigerjackieshroff/,33400000.0,India,374200.0,456300.0,Cinema,"['#fitnessmodel', '#photographer']",22452.0,52388.00000000001
soohyun_k216,https://www.instagram.com/soohyun_k216/,13100000.0,Indonesia,949500.0,1200000.0,Undefined,"['#holidayvibes', '#tech', '#skateboarding', '#family']",56970.0,132930.0
avneetkaur_13,https://www.instagram.com/avneetkaur_13/,28800000.0,India,430100.0,525000.0,Cinema,"['#fitlife', '#styleblogger', '#telecom', '#followback', '#foodheaven', '#realestate', '#sundayfunday', '#strength', '#boxing']",25806.0,60214.00000000001
jin_bighitentertainment,https://www.instagram.com/jin_bighitentertainment/,8800000.0,Indonesia,1500000.0,1700000.0,Lifestyle,"['#beach', '#beautiful', '#photographysouls']",90000.0,210000.00000000003
gessicakayane,https://www.instagram.com/gessicakayane/,18700000.0,Brazil,385200.0,795200.0,Shows,"['#foodstagrammer', '#doglover', '#goodnight', '#hockey', '#training', '#model', '#trailrunning', '#foodinspo', '#football', '#foodphotography']",23112.0,53928.00000000001
sydney_sweeney,https://www.instagram.com/sydney_sweeney/,7300000.0,United States,1100000.0,2100000.0,Lifestyle,"['#weekendvibes', '#couplesgoals', '#new', '#beautyful', '#beautifuldestinations', '#endurance']",66000.0,154000.00000000003
_rl9,https://www.instagram.com/_rl9/,24200000.0,Poland,478300.0,607000.0,Sports with a ball,"['#energy', '#entrepreneur', '#photoart', '#skateboarding', '#instafit', '#family', '#tech', '#doglovers', '#modeling', '#goodvibes']",28698.0,66962.0
zachking,https://www.instagram.com/zachking/,24500000.0,Indonesia,387100.0,596600.0,Shows,"['#holidayseason', '#baseball', '#skiing', '#smiles', '#pilates']",23226.0,54194.00000000001
emilia_clarke,https://www.instagram.com/emilia_clarke/,27100000.0,India,427200.0,538700.0,Cinema,"['#like4like', '#musician', '#loveit', '#beautifuldestinations', '#foodblogfeed', '#photo', '#luxury', '#gym', '#surfing', '#fitfam']",25632.0,59808.00000000001
bretmanrock,https://www.instagram.com/bretmanrock/,18100000.0,United States,473700.0,798200.0,Art,"['#foodfeed', '#media']",28422.0,66318.0
shehnaazgill,https://www.instagram.com/shehnaazgill/,11100000.0,India,1100000.0,1400000.0,Cinema,"['#happyholidays', '#gym', '#goodvibes', '#fashion']",66000.0,154000.00000000003
krisjenner,https://www.instagram.com/krisjenner/,45800000.0,United States,208200.0,315400.0,Shows,"['#photography', '#cars']",12492.0,29148.000000000004
sidmalhotra,https://www.instagram.com/sidmalhotra/,18200000.0,India,636000.0,792000.0,Cinema,"['#foodinspo', '#foodoftheday', '#beautyblogger', '#model', '#dogsofinstagram', '#goodmorning']",38160.0,89040.00000000001
jamescharles,https://www.instagram.com/jamescharles/,23600000.0,United States,415800.0,610200.0,Beauty,"['#vacation', '#happyholidays', '#cricket', '#amazing', '#beauty', '#marathon', '#sun']",24948.0,58212.00000000001
nicki.nicole,https://www.instagram.com/nicki.nicole/,11200000.0,Argentina,871000.0,1300000.0,Music,"['#foodstylist', '#foodgrammer', '#travelphotography', '#foodheaven']",52260.0,121940.00000000001
paulwesley,https://www.instagram.com/paulwesley/,12100000.0,Brazil,787300.0,1200000.0,Cinema,"['#outfit', '#entertainment', '#fitness', '#ootd', '#cars', '#foodlife', '#foodphotography', '#couplesgoals', '#money']",47238.0,110222.00000000001
janhvikapoor,https://www.instagram.com/janhvikapoor/,15400000.0,India,777600.0,927700.0,Lifestyle,"['#familytime', '#beautifuldestinations']",46656.0,108864.00000000001
lilyjcollins,https://www.instagram.com/lilyjcollins/,26500000.0,United States,356400.0,530800.0,Cinema,"['#food', '#lifeisgood', '#goodmorning', '#fitnessmodel', '#healthylifestyle', '#fitlife', '#happyme', '#training']",21384.0,49896.00000000001
liampayne,https://www.instagram.com/liampayne/,24000000.0,United States,423200.0,590500.0,Music,"['#doglovers', '#entrepreneur', '#musiclover', '#workout', '#fitfam', '#sunset', '#foodie', '#food', '#strength', '#style']",25392.0,59248.00000000001
taeyeon_ss,https://www.instagram.com/taeyeon_ss/,17800000.0,South Korea,648700.0,789600.0,Music,"['#modeling', '#foodgawker', '#friendsforever', '#motivation', '#money', '#instagood', '#party', '#fashionstyle', '#happybirthday', '#foodfeed']",38922.0,90818.00000000001
rauwalejandro,https://www.instagram.com/rauwalejandro/,12700000.0,Spain,756500.0,1100000.0,Music,"['#fitspo', '#goodnight', '#fun', '#fitnessmotivation', '#couplesgoals', '#instaphoto', '#dogsofinstagram', '#travel', '#manufacturing']",45390.0,105910.00000000001
danialves,https://www.instagram.com/danialves/,35000000.0,Brazil,253300.0,394400.0,Sports with a ball,"['#cool', '#entrepreneur']",15198.0,35462.0
bighit_ent,https://www.instagram.com/bighit_ent/,13200000.0,Indonesia,847300.0,1000000.0,Music,"['#music', '#doglovers', '#workoutmotivation', '#family', '#foodinspo', '#trainhard', '#soccer', '#inspiration']",50838.0,118622.00000000001
perrieedwards,https://www.instagram.com/perrieedwards/,14200000.0,Brazil,619000.0,965800.0,Modeling,"['#media', '#flex', '#sundayfunday', '#bestoftheday', '#trainhard']",37140.0,86660.00000000001
sophiet,https://www.instagram.com/sophiet/,14900000.0,United States,682900.0,918000.0,Cinema,"['#goodnight', '#goodmorning', '#foodfeed', '#dogstagram', '#education', '#landscapephotography', '#foodstagrammer']",40974.0,95606.00000000001
vancityreynolds,https://www.instagram.com/vancityreynolds/,41200000.0,United States,255700.0,331000.0,Cinema,"['#baseball', '#like4like', '#endurance', '#sunset', '#motivational', '#fitness', '#entrepreneur', '#foodislifee', '#happyholidays']",15342.0,35798.0
larasilva,https://www.instagram.com/larasilva/,16399999.999999998,Brazil,540500.0,833900.0,Shows,"['#foodexplorer', '#trainhard', '#golf', '#happybirthday']",32430.0,75670.0
marshmellomusic,https://www.instagram.com/marshmellomusic/,29300000.0,India,391300.0,461800.0,Music,"['#like4like', '#fashionista', '#selfie', '#modeling']",23478.0,54782.00000000001
postmalone,https://www.instagram.com/postmalone/,22400000.0,United States,395400.0,605600.0,Music,"['#parkour', '#pilates', '#foodjunkie', '#travel']",23724.0,55356.00000000001
fernanfloo,https://www.instagram.com/fernanfloo/,9900000.0,Mexico,1300000.0,1400000.0,Shows,"['#football', '#cool']",78000.0,182000.00000000003
willsmith,https://www.instagram.com/willsmith/,58000000.0,United States,191400.0,232900.0,Cinema,"['#luxury', '#foodblogfeed', '#athlete', '#ootd', '#landscape', '#modeling', '#photo']",11484.0,26796.000000000004
fuji_an,https://www.instagram.com/fuji_an/,8300000.000000001,Indonesia,688600.0,1600000.0,Undefined,"['#happiness', '#soccer', '#foodie', '#styleblogger', '#cool']",41316.0,96404.00000000001
urvashirautela,https://www.instagram.com/urvashirautela/,45500000.0,India,251500.0,296400.0,Cinema,"['#like4like', '#art', '#inspiration', '#sundayfunday', '#motivation', '#manufacturing', '#vacation', '#entrepreneur', '#foodie', '#foodstylist']",15090.0,35210.0
taeoxo_nct,https://www.instagram.com/taeoxo_nct/,8000000.0,Indonesia,1300000.0,1700000.0,Undefined,"['#holidayseason', '#holiday', '#photo']",78000.0,182000.00000000003
kyo1122,https://www.instagram.com/kyo1122/,12700000.0,Indonesia,817800.0,1000000.0,Cinema,"['#sports', '#followme', '#fit', '#beautiful', '#landscape', '#love', '#shopping']",49068.0,114492.00000000001
psg,https://www.instagram.com/psg/,56000000.0,Brazil,141100.0,236100.0,Sports with a ball,"['#skiing', '#outfit', '#family', '#instapic', '#yoga']",8466.0,19754.000000000004
kajalaggarwalofficial,https://www.instagram.com/kajalaggarwalofficial/,20800000.0,India,526200.0,635800.0,Cinema,"['#instaphoto', '#landscapephotography', '#cardio', '#trailrunning', '#soccer', '#travelgram', '#goodnight']",31572.0,73668.0
sachintendulkar,https://www.instagram.com/sachintendulkar/,32900000.0,India,332800.0,398100.0,Sports with a ball,"['#friendshipgoals', '#landscapephotography', '#life']",19968.0,46592.00000000001
greeicy,https://www.instagram.com/greeicy/,19700000.0,Colombia,495200.0,664600.0,Shows,"['#smiles', '#ootd', '#foodphotography', '#foodie']",29712.0,69328.0
xeesoxee,https://www.instagram.com/xeesoxee/,8100000.0,Indonesia,1200000.0,1600000.0,Lifestyle,"['#travel', '#beautyblogger', '#swimming', '#foodblogfeed', '#foodinspo']",72000.0,168000.00000000003
lukamodric10,https://www.instagram.com/lukamodric10/,21000000.0,Spain,416900.0,611800.0,Sports with a ball,"['#doglovers', '#yum', '#tech', '#sports']",25014.0,58366.00000000001
thebursin,https://www.instagram.com/thebursin/,10100000.0,Russia,988600.0,1300000.0,Cinema,"['#baby', '#foodforfoodies', '#foodlover', '#coffee', '#media']",59316.0,138404.0
chiaraferragni,https://www.instagram.com/chiaraferragni/,26300000.0,Italy,291600.0,484400.0,Beauty,"['#foodforfoodies', '#landscapephotography', '#photographer', '#foodheaven', '#energy', '#coffee', '#foodoftheday']",17496.0,40824.00000000001
marvelstudios,https://www.instagram.com/marvelstudios/,35500000.0,India,314000.0,350900.0,Cinema,"['#friendsforever', '#healthylifestyle', '#fashionblogger', '#inspiration', '#hockey', '#funny', '#parkour', '#entertainment', '#foodie', '#healthy']",18840.0,43960.00000000001
barackobama,https://www.instagram.com/barackobama/,35300000.0,United States,301800.0,353500.0,Finance,"['#workoutmotivation', '#foodstylist', '#styleinspiration']",18108.0,42252.00000000001
luisasonza,https://www.instagram.com/luisasonza/,27200000.0,Brazil,289400.0,457000.0,Music,"['#smiles', '#follow', '#funny', '#style', '#foodexperience', '#foodporn']",17364.0,40516.00000000001
nct127,https://www.instagram.com/nct127/,13500000.0,Indonesia,743700.0,917700.0,Music,['#happynewyear'],44622.0,104118.00000000001
jhope_bighitentertainment,https://www.instagram.com/jhope_bighitentertainment/,8500000.0,Brazil,1300000.0,1500000.0,Lifestyle,"['#foodstagrammer', '#foodblogfeed', '#foodbloggersofinstagram', '#foodinspo', '#family', '#healthylifestyle', '#motivational', '#likeforlike', '#football', '#foodaddict']",78000.0,182000.00000000003
iamferv,https://www.instagram.com/iamferv/,8199999.999999999,Mexico,1000000.0,1500000.0,Lifestyle,['#outfit'],60000.0,140000.0
prattprattpratt,https://www.instagram.com/prattprattpratt/,34800000.0,United States,269300.0,351000.0,Cinema,"['#cycling', '#beautifulday', '#cars', '#manufacturing', '#cricket', '#styleinspiration', '#igers', '#happynewyear']",16158.0,37702.0
nattinatasha,https://www.instagram.com/nattinatasha/,34900000.0,Mexico,291800.0,349500.0,Music,"['#entrepreneur', '#foodblogfeed', '#weekendvibes', '#style']",17508.0,40852.00000000001
marimaria,https://www.instagram.com/marimaria/,19700000.0,Brazil,321000.0,616300.0,Beauty,['#dogstagram'],19260.0,44940.00000000001
antogriezmann,https://www.instagram.com/antogriezmann/,35300000.0,Spain,210700.0,340300.0,Sports with a ball,"['#trailrunning', '#golf', '#beauty', '#happynewyear']",12642.0,29498.000000000004
hi_sseulgi,https://www.instagram.com/hi_sseulgi/,11500000.0,Indonesia,835500.0,1000000.0,Modeling,"['#telecom', '#instapic', '#snowboarding', '#travel', '#party', '#instagood']",50130.0,116970.00000000001
kapilsharma,https://www.instagram.com/kapilsharma/,38500000.0,India,274000.0,312300.0,Cinema,"['#beautifuldestinations', '#weekendvibes']",16440.0,38360.00000000001
realbarbarapalvin,https://www.instagram.com/realbarbarapalvin/,17300000.0,Russia,513100.0,692800.0,Modeling,"['#strength', '#couplesgoals', '#fitfam', '#friends', '#fashionista', '#trailrunning', '#travel', '#new']",30786.0,71834.0
zefelipecantor,https://www.instagram.com/zefelipecantor/,22000000.0,Brazil,310800.0,547300.0,Music,"['#skateboarding', '#foodlover', '#instagood', '#amazing', '#sun', '#coffee', '#life', '#weekendvibes', '#trendy', '#foodstagrammer']",18648.0,43512.00000000001
neslihanatagul,https://www.instagram.com/neslihanatagul/,12800000.0,Turkey,747600.0,940100.0,Cinema,"['#blogger', '#travelgram', '#manufacturing', '#fitnessmodel', '#sports', '#quotes', '#inspiration', '#funny', '#picoftheday']",44856.0,104664.00000000001
johnnyjsuh,https://www.instagram.com/johnnyjsuh/,7800000.0,Indonesia,1200000.0,1600000.0,Lifestyle,"['#dogsofinstagram', '#fashionblogger', '#goodnight', '#smiles']",72000.0,168000.00000000003
zidane,https://www.instagram.com/zidane/,30700000.0,Spain,284400.0,387600.0,Sports with a ball,"['#foodoftheday', '#fitnessmotivation', '#muscle', '#foodforfoodies', '#tennis', '#family', '#instapic', '#photo', '#instadaily']",17064.0,39816.00000000001
fedez,https://www.instagram.com/fedez/,13300000.0,Italy,641400.0,888000.0,Music,['#cars'],38484.0,89796.00000000001
nct,https://www.instagram.com/nct/,13100000.0,Indonesia,693500.0,909000.0,Music,"['#landscape', '#model']",41610.0,97090.00000000001
tenlee_1001,https://www.instagram.com/tenlee_1001/,9200000.0,Indonesia,1000000.0,1300000.0,Music,"['#sports', '#foodtime']",60000.0,140000.0
leonardodicaprio,https://www.instagram.com/leonardodicaprio/,52300000.0,United States,181300.0,224300.0,Cinema,"['#getfit', '#fitfam']",10878.0,25382.000000000004
enhypen,https://www.instagram.com/enhypen/,8700000.0,Indonesia,968900.0,1400000.0,Undefined,"['#goodtimes', '#skateboarding']",58134.0,135646.0
pubity,https://www.instagram.com/pubity/,30600000.0,United States,258500.0,378100.0,Humor,"['#selfies', '#trainhard', '#tbt', '#family', '#lovequotes', '#familytime', '#smile']",15510.0,36190.0
m_kayoung,https://www.instagram.com/m_kayoung/,7700000.0,Indonesia,1100000.0,1500000.0,Cinema,"['#happiness', '#flex', '#transportation', '#training', '#foodoftheday', '#foodisart', '#fitness']",66000.0,154000.00000000003
mirella,https://www.instagram.com/mirella/,26100000.0,Brazil,209500.0,443300.0,Music,"['#lifeisgood', '#photoart', '#cute', '#foodexplorer']",12570.0,29330.000000000004
louispartridge_,https://www.instagram.com/louispartridge_/,7700000.0,United States,1000000.0,1500000.0,Cinema,"['#cricket', '#follow']",60000.0,140000.0
bambam1a,https://www.instagram.com/bambam1a/,15700000.0,Brazil,581400.0,730600.0,Music,"['#foodporn', '#beauty', '#foodinspo', '#shopping', '#skateboarding']",34884.0,81396.00000000001
future,https://www.instagram.com/future/,18700000.0,United States,306400.0,609800.0,Music,"['#football', '#runnersofinstagram']",18384.0,42896.00000000001
ncentineo,https://www.instagram.com/ncentineo/,17100000.0,Brazil,395200.0,656700.0,Cinema,"['#foodie', '#sports', '#muscle', '#goodmorning']",23712.0,55328.00000000001
suga_bighitentertainment,https://www.instagram.com/suga_bighitentertainment/,8100000.0,Indonesia,1200000.0,1400000.0,Lifestyle,"['#friendshipgoals', '#foodbloggerlife', '#money', '#igers']",72000.0,168000.00000000003
lizgillz,https://www.instagram.com/lizgillz/,13800000.0,Mexico,558200.0,808700.0,Music,"['#manufacturing', '#happyme', '#yoga', '#goodmorning', '#crossfit', '#vacation', '#goodvibes']",33492.0,78148.00000000001
davido,https://www.instagram.com/davido/,22800000.0,Nigeria,358700.0,501300.0,Music,"['#goodnight', '#tech', '#landscapephotography', '#wanderlust', '#modeling']",21522.0,50218.00000000001
florencepugh,https://www.instagram.com/florencepugh/,7000000.0,United States,1100000.0,1600000.0,Humor,"['#shopping', '#style', '#fashionstyle', '#happyme', '#foodgawker', '#foodforfoodies', '#foodaddict', '#ootd']",66000.0,154000.00000000003
viihtube,https://www.instagram.com/viihtube/,22400000.0,Brazil,257600.00000000003,487400.0,Cinema,"['#sun', '#foodjunkie']",15456.000000000002,36064.00000000001
marinaruybarbosa,https://www.instagram.com/marinaruybarbosa/,39500000.0,Brazil,182500.0,275800.0,Cinema,['#yoga'],10950.0,25550.000000000004
khabib_nurmagomedov,https://www.instagram.com/khabib_nurmagomedov/,32700000.000000004,Russia,236300.0,331600.0,Fitness,"['#golf', '#beauty']",14178.0,33082.0
iammichelemorroneofficial,https://www.instagram.com/iammichelemorroneofficial/,12900000.0,Brazil,582700.0,835700.0,Lifestyle,"['#swimming', '#foodie', '#workout', '#workoutmotivation', '#landscapephotography', '#instagood', '#amazing', '#marathon', '#loveit']",34962.0,81578.00000000001
wow_kimsohyun,https://www.instagram.com/wow_kimsohyun/,11900000.0,Indonesia,777000.0,892500.0,Music,"['#entertainment', '#selfie', '#muscle', '#sun', '#summer2022', '#education']",46620.0,108780.00000000001
caradelevingne,https://www.instagram.com/caradelevingne/,43500000.0,United States,174000.0,244000.0,Modeling,"['#travel', '#extremesports', '#smiles', '#makeup', '#skateboarding', '#vacation']",10440.0,24360.000000000004
melissamelmaia,https://www.instagram.com/melissamelmaia/,11300000.0,Brazil,515900.0,934800.0,Music,"['#ootd', '#lifestyle', '#loveit', '#success', '#foodexplorer', '#foodisart', '#fitness']",30954.0,72226.0
_agentgirl_,https://www.instagram.com/_agentgirl_/,19200000.0,Russia,449400.0,543400.0,Shows,"['#dog', '#construction', '#funny', '#education']",26964.0,62916.00000000001
marvel,https://www.instagram.com/marvel/,61300000.0,United States,139700.0,167800.0,Cinema,"['#travel', '#foodieforlife', '#beautifuldestinations', '#cardio', '#construction', '#modeling', '#luxury']",8382.0,19558.000000000004
lacasadepapel,https://www.instagram.com/lacasadepapel/,13700000.0,Brazil,499500.0,749800.0,Shows,"['#gym', '#instatravel', '#loveit', '#parkour', '#goodmorning']",29970.0,69930.0
aespa_official,https://www.instagram.com/aespa_official/,7800000.0,Indonesia,936400.0,1300000.0,Undefined,"['#modeling', '#photographysouls']",56184.0,131096.0
asaprocky,https://www.instagram.com/asaprocky/,14400000.0,United States,426700.0,714100.0,Music,"['#model', '#fitfam', '#coffee', '#landscape', '#foodnetwork', '#luxury', '#doglover', '#foodgrammer', '#foodstagram', '#weekend']",25602.0,59738.00000000001
marktuan,https://www.instagram.com/marktuan/,11900000.0,Thailand,657200.0,863300.0,Music,"['#construction', '#photography', '#followback', '#ootd', '#telecom', '#art', '#skiing', '#funny']",39432.0,92008.00000000001
juanpazurita,https://www.instagram.com/juanpazurita/,28100000.0,Mexico,254600.0,363100.0,Cinema,"['#foodlover', '#instamood', '#shopping', '#holiday', '#photo', '#doglovers', '#photography']",15276.0,35644.0
riyaz.14,https://www.instagram.com/riyaz.14/,24900000.0,India,316800.0,412800.0,Lifestyle,"['#fitnessmotivation', '#fashion', '#holidayvibes', '#hockey', '#family', '#trendy', '#foodexperience', '#sun']",19008.0,44352.00000000001
camilo,https://www.instagram.com/camilo/,25800000.0,Argentina,246100.0,391100.0,Music,"['#art', '#cycling', '#cricket', '#colorful', '#fashionable', '#gains', '#lifeisgood', '#tennis', '#instapic']",14766.0,34454.0
jessicah_o,https://www.instagram.com/jessicah_o/,9500000.0,United States,835100.0,1100000.0,Music,"['#likeforlike', '#foodexperience', '#loveit', '#cool']",50106.0,116914.00000000001
offsetyrn,https://www.instagram.com/offsetyrn/,19600000.0,United States,286300.0,512300.0,Music,"['#lifeisgood', '#fitfam', '#yoga', '#travelgram', '#quotes', '#model', '#foodnetwork', '#photography', '#life', '#blackandwhite']",17178.0,40082.00000000001
avani,https://www.instagram.com/avani/,18600000.0,United States,396600.0,533300.0,Beauty,"['#instatravel', '#travelphotography', '#rugby', '#fashionable', '#selfies']",23796.0,55524.00000000001
serna_amini,https://www.instagram.com/serna_amini/,6700000.0,Iran,1200000.0,1600000.0,Undefined,"['#fitnessmotivation', '#smilemore', '#pilates']",72000.0,168000.00000000003
joaogomescantor,https://www.instagram.com/joaogomescantor/,10100000.0,Brazil,361600.0,989200.0,Undefined,"['#beautyful', '#fashion', '#runnersofinstagram']",21696.0,50624.00000000001
maddieziegler,https://www.instagram.com/maddieziegler/,13800000.0,United States,473700.0,710100.0,Cinema,"['#motivational', '#snowboarding']",28422.0,66318.0
dntlrdl,https://www.instagram.com/dntlrdl/,5600000.0,Indonesia,1400000.0,1800000.0,Lifestyle,"['#gym', '#musician']",84000.0,196000.00000000003
nct_dream,https://www.instagram.com/nct_dream/,8800000.0,Indonesia,999400.0,1100000.0,Undefined,"['#workoutmotivation', '#travel', '#friends', '#fashionphotography']",59964.0,139916.0
gusttavolima,https://www.instagram.com/gusttavolima/,42500000.0,Brazil,136900.0,227800.0,Music,"['#foodheaven', '#success', '#golf', '#sundayfunday', '#crossfit', '#photooftheday', '#baseball', '#fitnessmodel']",8214.0,19166.000000000004
lildurk,https://www.instagram.com/lildurk/,12500000.0,United States,275500.0,778800.0,Music,"['#photographer', '#workout', '#cars', '#baby']",16530.0,38570.00000000001
golfarahani,https://www.instagram.com/golfarahani/,12300000.0,Iran,607400.0,782500.0,Cinema,"['#runnersofinstagram', '#blessed', '#hockey', '#loveit', '#instamood', '#instatravel', '#lifestyle', '#photoart', '#healthy']",36444.0,85036.00000000001
rahulkl,https://www.instagram.com/rahulkl/,11600000.0,India,707500.0,825000.0,Sports with a ball,"['#foodblogfeed', '#style', '#holiday', '#love']",42450.0,99050.00000000001
ler_chek,https://www.instagram.com/ler_chek/,10700000.0,Russia,699200.0,913800.0,Lifestyle,"['#marathon', '#follow4follow', '#lovequotes', '#igers', '#boxing', '#happyme', '#vacation']",41952.0,97888.00000000001
awez_darbar,https://www.instagram.com/awez_darbar/,15400000.0,India,515500.0,619400.0,Shows,"['#beauty', '#foodie', '#soccer', '#style', '#quote', '#parkour']",30930.0,72170.0
houseofhighlights,https://www.instagram.com/houseofhighlights/,31400000.0,United States,165200.0,303200.0,Sports with a ball,['#happy'],9912.0,23128.000000000004
amitabhbachchan,https://www.instagram.com/amitabhbachchan/,29800000.0,India,276500.0,318700.0,Cinema,"['#foodtime', '#pilates', '#goodvibes', '#blogger', '#training', '#golf', '#fashionblogger', '#skiing']",16590.0,38710.00000000001
jakepaul,https://www.instagram.com/jakepaul/,18800000.0,United States,301200.0,503400.0,Cinema,"['#foodexplorer', '#friendsforever', '#follow4follow', '#photographer', '#trailrunning', '#foodforfoodies', '#naturelovers', '#cute', '#instapic', '#life']",18072.0,42168.00000000001
wwiinn_7,https://www.instagram.com/wwiinn_7/,6700000.0,Indonesia,1200000.0,1400000.0,Undefined,"['#funtime', '#bestoftheday', '#modeling', '#follow4follow', '#summer2022', '#workout', '#music']",72000.0,168000.00000000003
jailyneojeda,https://www.instagram.com/jailyneojeda/,14000000.0,United States,481300.0,667100.0,Modeling,"['#beautyblogger', '#success', '#fitnessmotivation', '#tbt', '#smilemore', '#familytime', '#health', '#golf', '#instadaily', '#extremesports']",28878.0,67382.0
demirose,https://www.instagram.com/demirose/,19000000.0,United States,371000.0,482300.0,Modeling,"['#skiing', '#healthylifestyle', '#modeling', '#dogstagram', '#followme', '#fitspo', '#foodieforlife', '#tennis']",22260.0,51940.00000000001
_mariahwasa,https://www.instagram.com/_mariahwasa/,7700000.0,Brazil,933100.0,1200000.0,Undefined,"['#travelgram', '#fitnessmodel', '#blogger', '#girl', '#dogstagram']",55986.0,130634.00000000001
sanchooo10,https://www.instagram.com/sanchooo10/,8100000.0,United Kingdom,654600.0,1100000.0,Sports with a ball,"['#fashionblogger', '#fitness']",39276.0,91644.00000000001
alexandradaddario,https://www.instagram.com/alexandradaddario/,21500000.0,India,345000.0,421100.0,Cinema,"['#naturelovers', '#fitness', '#motivational']",20700.0,48300.00000000001
lamborghini,https://www.instagram.com/lamborghini/,31500000.0,India,208000.0,286900.0,Luxury,['#foodstylist'],12480.0,29120.000000000004
parineetichopra,https://www.instagram.com/parineetichopra/,34700000.0,India,225900.0,259600.00000000003,Cinema,"['#fitnessmodel', '#golf', '#health', '#coffee', '#fitspo', '#fitness', '#instamood', '#endurance', '#colorful']",13554.0,31626.000000000004
yellow_3to3,https://www.instagram.com/yellow_3to3/,4800000.0,Indonesia,1600000.0,1900000.0,Undefined,"['#foodie', '#summer2022', '#blackandwhite', '#girlpower', '#endurance', '#doglovers', '#sports', '#friendsforever', '#friendsforlife']",96000.0,224000.00000000003
lucasranngel,https://www.instagram.com/lucasranngel/,18900000.0,Brazil,214600.0,474900.0,Lifestyle,"['#fashionista', '#foodisart', '#lifestyle', '#beautifulday', '#summer2022', '#friendshipgoals', '#new', '#fit']",12876.0,30044.000000000004
lexibrookerivera,https://www.instagram.com/lexibrookerivera/,8400000.0,United States,877400.0,1100000.0,Shows,"['#selfie', '#fit']",52644.0,122836.00000000001
bernardokath,https://www.instagram.com/bernardokath/,16500000.0,Philippines,442100.0,532400.0,Beauty,"['#lifeisgood', '#holiday', '#trailrunning', '#extremesports', '#construction', '#nature']",26526.0,61894.00000000001
machinegunkelly,https://www.instagram.com/machinegunkelly/,9500000.0,United States,590100.0,948800.0,Music,"['#foodbloggerlife', '#entertainment', '#weekend', '#getfit']",35406.0,82614.00000000001
theellenshow,https://www.instagram.com/theellenshow/,114400000.0,United States,66800.0,77800.0,Shows,"['#fitnessmotivation', '#modeling']",4008.0,9352.0
